FID,CODCALLE,TEXTO,CAPACIDAD,GEOCODIGO,NOTAS,UTM_X,UTM_Y,GRAD_X,GRAD_Y
358.0,30706,CALLE SANTA TERESA JORNET E IBARS,2500.0,CT 0776,"CL BENAVIDES, 68 / CL DUGGI / PZ / CL SANTA TERESA JORNET",376684.609198,3149386.87822,-16.2595883682,28.4652365244
359.0,30745,CALLE CAMPOAMOR,2700.0,CT 2406,"CL POETA RGUEZ. HERRERA / CL CAMPOAMOR, 7",376096.082063,3150285.5761,-16.2656952585,28.4732910008
360.0,30745,CALLE CAMPOAMOR,2700.0,CT 2390,"CL POETA RGUEZ. HERRERA / CL CAMPOAMOR, 6",376100.192072,3150250.82784,-16.2656495446,28.4729778072
361.0,30745,CALLE CAMPOAMOR,2500.0,CT 0769,"CL POETA RGUEZ. HERRERA / CL JUAN PEREZ DELGADO ""NIJOTA""",376117.753019,3150188.80408,-16.2654635226,28.4724197451
362.0,30751,CALLE POETA HERNANDEZ AMADOR,2700.0,CT 3298,CL DE LOS SUE¥OS / CL POETA HERNANDEZ AMADOR,376199.026641,3150034.78549,-16.2646169204,28.471037531
363.0,30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",2700.0,CT 2548,"CL JUAN PEREZ DELGADO ""NIJOTA"" / CLINICA LA COLINA",375960.451771,3150102.49389,-16.2670607459,28.4716258834
364.0,30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",2700.0,CT 2400,"CL JUAN PEREZ DELGADO ""NIJOTA"", 24",375992.21093,3150188.0568,-16.2667456038,28.4724010641
365.0,30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",2700.0,CT 2363,"CL JUAN PEREZ DELGADO ""NIJOTA"", 19",375994.079116,3150276.98245,-16.2667360982,28.4732037476
366.0,30792,CALLE POETA TOMAS MORALES,2700.0,CT 2590,CL POETA TOMAS MORALES / CL MATILDE MARTIN,376057.494002,3150055.98954,-16.2660646568,28.4712154371
367.0,30834,CALLE DEL OLVIDO,2500.0,CT 0642,CL GENERAL FANJUL / CL PRIMO DE RIVERA,376177.80517,3149905.41376,-16.2648197463,28.4698680044
368.0,30834,CALLE DEL OLVIDO,2700.0,CT 3315,CL GENERAL FANJUL / CL ISLA DE LA GOMERA,376148.698835,3149858.12375,-16.2651119181,28.4694384723
369.0,30865,CALLE POETA VIANA,2700.0,CT 2549,CL FERNANDO PRIMO DE RIVERA / CL POETA VIANA,376088.13225,3149971.1739,-16.2657426281,28.4704529341
370.0,30915,CALLE OBISPO PEREZ CACERES,2700.0,CT 2575,AV ISLAS CANARIAS / CL OBISPO PEREZ CACERES / PUENTE ZURITA,376180.794267,3149718.96881,-16.2647691799,28.4681857215
371.0,30946,CALLE DIEGO CROSA,2700.0,CT 2088,CL RAMON GIL ROLDAN / CL DIEGO CROSA,375989.118401,3149684.59419,-16.2667229882,28.4678572908
372.0,30946,CALLE DIEGO CROSA,1300.0,CT 0948,"CL DIEGO CROSA, 10 / CL GENERAL FANJUL",376048.153073,3149700.66059,-16.2661218214,28.4680078954
373.0,30993,AVENIDA DE BELGICA,2700.0,CT 2047,"AV DE BELGICA, 42",375950.642444,3149394.10462,-16.2670846499,28.4652321174
374.0,31017,CALLE MURILLO,1300.0,CT 0987,"AV ISLAS CANARIAS, 56 / CL MURILLO",375982.655575,3149477.11236,-16.2667666565,28.4659842633
375.0,31025,CALLE PINTOR RIBERA,2500.0,CT 0783,"CL PINTOR RIVERA, 17 / CL GRECO",376124.959821,3149545.10293,-16.2653207006,28.46661137
376.0,31041,CALLE ZURBARAN,2700.0,CT 2823,AV ISLAS CANARIAS / CL ZURBARAN,376034.217504,3149499.15695,-16.2662424581,28.4661881074
377.0,31041,CALLE ZURBARAN,2700.0,CT 3262,AV DE BELGICA / CL ZURBARµN,376031.419,3149376.044,-16.2662577915,28.4650768123
378.0,31056,CALLE BLAS CABRERA,2500.0,CT 0774,"CL DTOR. JIMENEZ DIAZ, 12 / CL BLAS CABRERA (CHAPATAL) / P.E.",375862.09585,3149316.73567,-16.2679805795,28.464525477
379.0,31064,CALLE COMODORO ROLIN,2500.0,CT 0897,CL COMODORO ROLIN / AV DE BELGICA / CASA DE CULTURA,376029.111664,3149355.96758,-16.2662791947,28.4648954138
380.0,31087,CALLE DOCTOR JIMENEZ DIAZ,2700.0,CT 2033,AV BENITO PEREZ ARMAS / CL DOCTOR JIMENEZ DIAZ,375783.258408,3149272.27285,-16.2687808929,28.464116716
381.0,31106,AVENIDA DE MADRID,2700.0,CT 2204,AV DE MADRID / EDIF. LOS PITUFOS,376230.870319,3149254.73796,-16.2642079045,28.4640010363
382.0,31137,CALLE AZORIN,2700.0,CT 2519,AV BENITO PEREZ ARMAS / CL AZORIN / BAR CHAXIRAXI / CONT. BAS.,376147.326186,3148727.21882,-16.2650043815,28.4592325183
383.0,31192,CALLE ORTEGA Y GASSET,2500.0,CT 0790,"CL RAMIRO DE MAEZTU / CL ORTEGA Y GASET, 3",376092.77516,3148585.23669,-16.2655461792,28.4579460218
384.0,31211,CALLE ALCALDE GARCIA RAMOS,2700.0,CT 2371,CL ALCALDE GARCIA RAMOS / CL ALCALDE MANDILLO TEJERA,375650.388754,3148842.6727,-16.2700914277,28.4602271422
385.0,31211,CALLE ALCALDE GARCIA RAMOS,2500.0,CT 0037,CL ALCALDE GARCIA RAMOS / APARC. / CONT. BAS.,375738.940762,3148702.55876,-16.2691720446,28.4589711288
386.0,31211,CALLE ALCALDE GARCIA RAMOS,2700.0,CT 2094,CL ALCALDE GARCIA RAMOS / PRIMER APARC. / CONT. BAS.,375814.41547,3148579.2585,-16.268388035,28.4578655978
387.0,31242,CALLE VALLE INCLAN,2700.0,CT 2053,CL VALLE INCLAN / ALBERGUE MUNICIPAL,375913.429319,3148610.64402,-16.2673803241,28.4581582594
388.0,31296,CALLE MANUEL DE FALLA,3000.0,CT 0043,CL SIMON BOLIVAR / CL MANUEL DE FALLA,375530.293591,3149279.98223,-16.2713650501,28.4641621665
389.0,31315,CALLE SIMON BOLIVAR,2700.0,CT 3247,CL SIMON BOLIVAR / SUPERM. HIPÔRDINO,375387.950285,3149045.84873,-16.2727933678,28.4620356452
390.0,31315,CALLE SIMON BOLIVAR,2700.0,CT 2205,"CL SIMON BOLIVAR, 20 / BAR SUEVIA",375548.614267,3149181.10538,-16.2711672771,28.4632716055
391.0,31315,CALLE SIMON BOLIVAR,2700.0,CT 2594,CL SIMON BOLIVAR / SANTIAGO SABINA,375664.068151,3149277.13014,-16.2699986108,28.4641491906
392.0,31315,CALLE SIMON BOLIVAR,2700.0,CT 3571,CL TIO PINO (1¦ ENTRADA A LA DCHA. BAJANDO) / DEP. DE AGUA,375187.033894,3148851.76053,-16.2748241009,28.4602648924
393.0,31315,CALLE SIMON BOLIVAR,2700.0,CT 3306,"CL SIMON BOLIVAR, 23 / SUPERM. ALTEZA",375213.274909,3148908.71143,-16.2745622992,28.460781354
394.0,31346,CALLE CAMINO DEL HIERRO,2700.0,CT 2372,"CM DEL HIERRO, 6 / FACULTAD DE BELLAS ARTES",375108.049352,3148972.75175,-16.2756437866,28.4613492094
395.0,31346,CALLE CAMINO DEL HIERRO,2700.0,CT 2201,CM DEL HIERRO / IGLESIA SANTA TERESA,374748.107792,3148601.12828,-16.2792790858,28.4579609981
396.0,31354,CALLE SUBIDA CUESTA PIEDRA,2700.0,CT 2761,CM CUESTA PIEDRA / CL FRANCISCO PIZARRO / CASA ANDALUCIA,374944.133982,3149427.4595,-16.27736702,28.465436981
397.0,31354,CALLE SUBIDA CUESTA PIEDRA,1500.0,CT 1247,"CL SUBIDA CUESTA PIEDRA, 6 / EDIF.9 / FABRICA SAL TRINI / P.E.",375170.931742,3149311.63198,-16.2750383466,28.464413435
398.0,31354,CALLE SUBIDA CUESTA PIEDRA,2700.0,CT 2598,CL SUBIDA CUESTA PIEDRA / CL JUAN PEDRO DAVILA,375322.628432,3149278.75191,-16.2734856317,28.4641312241
399.0,31435,CALLE LUIS EXTREMERA,2500.0,CT 0052,CL LUIS EXTREMERA / CL JUAN MARTI / CONT. BAS.,374819.601459,3149176.75765,-16.2786115462,28.4631625903
400.0,31532,CALLE ANSELMO,2700.0,CT 2046,CL ANSELMO / CL ASIRIA,374307.727336,3149088.89468,-16.2838292475,28.46232044
401.0,31621,CALLE BERNA,2700.0,CT 2579,CL BERNA / CL ARABIA,374156.030646,3149119.90656,-16.2853817543,28.4625856736
402.0,31702,CALLE JOSE VICTOR DOMINGUEZ,1500.0,CT 1047,"CL JOSE VICTOR DOMINGUEZ, 16 / CLIN. SAN JUAN DE DIOS (DETRµS)",374252.055398,3148980.5399,-16.284385944,28.4613372348
403.0,31756,CALLE RUTH,2700.0,CT 2601,"CL ASIRIA / CL RUTH, 15",374170.602496,3149001.08994,-16.2852199736,28.4615148302
404.0,31764,CALLE SAN JUAN DE DIOS,2700.0,CT 2531,CT S/C-LAGUNA / CLINICA SAN JUAN DE DIOS (INT),374401.806778,3149039.68078,-16.2828631479,28.4618853779
405.0,31876,CALLE ANTONIO VANDEWALLE Y PINTO,3000.0,CT 0066,CT S/CRUZ-LA LAGUNA / CL ANTONIO VAN DE WALLE PINTO,374705.642123,3149218.23137,-16.2797798153,28.4635259221
406.0,31884,CALLE ANTONIO VIVANCO SANTILLAN,1500.0,CT 1289,CL ANTONIO VIVANCO SANTILLAN / CL ANTONIO VAN DE WALLE PINTO,374664.725407,3149354.85555,-16.2802125212,28.4647549442
407.0,31911,CALLE FRANCISCO PIZARRO,2500.0,CT 0324,CL FRANCISCO PIZARRO / CL DOMINGO PISACA BURGADA,374918.353017,3149382.62304,-16.2776254353,28.4650298845
408.0,32021,CALLE ARICO,2700.0,CT 2748,CM CUESTA PIEDRA / CL ARICO / AA.VV. CUESTA PIEDRA / CONT. BAS.,374700.148912,3149539.55065,-16.279870854,28.4664251152
409.0,32091,CALLE EMILIO SERRA RUS,2700.0,CT 2559,CL EMILIO SERRA RUS / CL JOSE ANTONIO ESCUDER / CONT. BAS.,374795.052752,3149608.29989,-16.2789091315,28.4670546544
410.0,32133,CALLE JOSE LUIS DE MIRANDA,2700.0,CT 3288,CL JOSE LUIS DE MIRANDA / CL EMILIO SERRA RUS,374798.04185,3149735.33652,-16.2788924111,28.4682013737
411.0,32187,CALLE BUENAVENTURA BONNET,2700.0,CT 2552,CL BUENAVENTURA BONET / CL LEOCADIO MACHADO,375415.664087,3149484.99962,-16.2725578351,28.4660013882
412.0,32237,CALLE ELADIO ROCA Y SALAZAR,2700.0,CT 2767,CL ELADIO ROCA SALAZAR / COL. VILLA ASCENCION,375147.018964,3149790.26119,-16.2753344153,28.4687305045
413.0,32237,CALLE ELADIO ROCA Y SALAZAR,2700.0,CT 3177,CL ELADIO ROCA SALAZAR / CL JUAN RUMEU GARCIA / P.E.,375081.258822,3149481.26325,-16.2759724945,28.4659356739
414.0,32245,CALLE FRANCISCO DE AGUILAR Y AGUILAR,2500.0,CT 0894,CL FRANCISCO DE AGUILAR / CL JUAN ROMEU GARCIA / SUPERSOL,375215.394565,3149454.73501,-16.274599781,28.4657091157
415.0,32245,CALLE FRANCISCO DE AGUILAR Y AGUILAR,2700.0,CT 2592,CL FCO. DE AGUILAR Y AGUILAR / CL LORENZO DEL CASTILLO / BAR PALMERAS,375233.399716,3149535.92468,-16.2744246984,28.46644353
416.0,32261,CALLE JUAN FERIA CONCEPCION,2500.0,CT 0077,CL LEOPOLDO DE LA ROSA / CL BUENAVENTURA BONET / CONT. BAS.,375336.453007,3149544.40793,-16.273373195,28.466529944
417.0,32493,CALLE FERMIN MORIN,2700.0,CT 2365,CL FERMIN MORIN / CL POGGI BORSOTTO / CONT. BAS.,375823.486141,3149524.56428,-16.2683972691,28.466397342
418.0,32582,CALLE GOYA,2700.0,CT 1881,CL GOYA / AV. ASUNCIONISTAS,376426.282558,3149471.07388,-16.2622355156,28.4659718899
419.0,32582,CALLE GOYA,2700.0,CT 3272,CL GOYA / AV. ASUNCIONISTAS (FRENTE),376422.309549,3149461.64577,-16.2622750784,28.4658864295
420.0,32597,CALLE EL GRECO,2700.0,CT 2082,AV DE BELGICA / CL GRECO,376187.902045,3149344.78452,-16.2646563806,28.4648095801
421.0,32601,CALLE LUIS DE LA CRUZ,2700.0,CT 3548,CL GOYA / CL LUIS DE LA CRUZ / CINE GRECO,376289.531355,3149465.09569,-16.2636314311,28.4659049719
422.0,32624,CALLE VELAZQUEZ,2700.0,CT 3278,CL VELAZQUEZ / AV DE BELGICA,376336.609638,3149363.84001,-16.263139782,28.464995658
423.0,32686,CALLE GANIVET,3000.0,CT 0038,CL GANIVET / AA.VV. ACHAMAN / CONT. BAS.,375767.337187,3148843.04634,-16.2688972118,28.4602416597
424.0,32721,CALLE ALCALDE MANDILLO TEJERA,2700.0,CT 2367,"CL SIMON BOLIVAR,46 / CL ALCALDE MANDILLO TEJERA / KIOSKO",375358.806586,3149015.58412,-16.2730877094,28.4617597385
425.0,32721,CALLE ALCALDE MANDILLO TEJERA,2700.0,CT 2022,CL ALCALDE MANDILLO TEJERA / IGLESIA CRISTIANA EVANGELISTA,375537.778789,3148902.37206,-16.2712478267,28.4607551545
426.0,32721,CALLE ALCALDE MANDILLO TEJERA,2700.0,CT 2567,"CL ALCALDE MANDILLO TEJERA, 21 / EDIF. TAURO",375466.787727,3148941.60396,-16.2719770167,28.461102424
427.0,32721,CALLE ALCALDE MANDILLO TEJERA,2700.0,CT 2336,CL ALCALDE MANDILLO TEJERA / AV ANGEL ROMERO / ESTACION,375331.319345,3149124.17553,-16.2733801553,28.4627370887
428.0,32744,CALLE RAMON PEREZ DE AYALA,2500.0,CT 0042,AV BENITO PEREZ ARMAS / CL RAMON PEREZ DE AYALA / CONT. BAS.,375742.158319,3149091.43246,-16.2691811149,28.4624808128
429.0,32791,CALLE MASCA,2700.0,CT 2517,CM DEL HIERRO / CL TIMANFAYA / CL MASCA / CONT. BAS.,375218.985574,3149092.36576,-16.274523868,28.462439279
430.0,32825,CALLE JOSE LIBRERO,2700.0,CT 2739,CL JUAN DE AGUILAR / CL PATRICIO MADµN,374868.285637,3149628.84993,-16.2781634771,28.4672471373
431.0,32833,CALLE JUAN DE AGUILAR,2700.0,CT 2067,CL JUAN DE AGUILAR / CL JUAN GARCIA ALVAREZ,374984.113159,3149809.69032,-16.2770002168,28.46889023
432.0,32841,CALLE JUAN GARCIA ALVAREZ,2700.0,CT 3290,CL JUAN GARCIA ALVAREZ / EDIF. VISIANA (FRENTE),374991.212265,3149709.55556,-16.2769168507,28.4679872517
433.0,32864,CALLE MANUEL GARCIA CALVERAS,2500.0,CT 0076,CL JUAN DE AGUILAR / CL MANUEL GARCIA CALVERAS,375052.862398,3149794.3712,-16.2762964453,28.4687585744
434.0,32906,CALLE AGUSTIN ESPINOSA GARCIA,3000.0,CT 0078,CL AGUSTIN ESPINOSA GARCIA / CL FELIPE PEDRELL,375543.821635,3149539.92429,-16.2712549765,28.4665092925
435.0,40175,CALLE MARIA JIMENEZ,2700.0,CT 3294,CL MARIA JIMENEZ (EL PUENTE JUNTO AL CHORRO) / AA.VV.,379936.501996,3152796.22687,-16.2267342245,28.4963079795
436.0,40175,CALLE MARIA JIMENEZ,1500.0,CT 1226,CL SAN JUAN EVANGELISTA / CL MARIA JIMENEZ / (LA QUEBRADA),379980.964819,3152555.60453,-16.2262549141,28.4941405656
437.0,40175,CALLE MARIA JIMENEZ,2700.0,CT 3279,CL MARIA JIMENEZ / CL BELL / PLAZA,379936.575555,3152724.85974,-16.2267260248,28.4956639289
438.0,40175,CALLE MARIA JIMENEZ,2700.0,CT 3307,CL MARIA JIMENEZ (PROLONGACION),379969.516246,3152962.19146,-16.226414286,28.4978087812
439.0,40337,CALLE DIQUE,2700.0,CT 3336,AV DIQUE (AL CENTRO) / REST. LA COSTERA / P.E.,383386.997239,3153631.40467,-16.1915702381,28.5041587577
440.0,40337,CALLE DIQUE,2700.0,CT 3332,AV DIQUE / CL APAREJO / CASTILLO (FRENTE) / CONT. BAS.,383463.219221,3153682.9666,-16.1907967535,28.5046309131
441.0,40635,AVENIDA PEDRO SCHWARTZ,2700.0,CT 2547,AV PEDRO SCHWARTZ / BAR CASTILLO / CONT. BAS.,383457.614664,3153736.02307,-16.1908593892,28.5051092287
442.0,40781,CALLE LA ASOMADITA,1500.0,CT 1266,CL LA ASOMADITA / CL ALONDRA / CL GALAN / CONT. BAS.,370923.888007,3146876.88703,-16.3181369702,28.4420280737
443.0,40821,CARRETERA LOS CAMPITOS,2700.0,CT 2037,CT LOS CAMPITOS / AA.VV. LOS CAMPITOS,376323.41579,3151703.7166,-16.2635258089,28.4861105439
444.0,40821,CARRETERA LOS CAMPITOS,3000.0,CT 0098,CL DOMINGO J. MANRIQUE / HOSPITAL PSIQUIATRICO,375947.644675,3149943.52475,-16.2671744238,28.4701900541
445.0,42352,CALLE ELISA GONZALEZ DE CHAVEZ,2700.0,CT 3301,CL ELISA GLEZ. CHAVEZ / CL BUEN PASO / CONT. BAS.,375785.293205,3148531.16579,-16.2686802372,28.4574288134
446.0,42352,CALLE ELISA GONZALEZ DE CHAVEZ,2500.0,CT 0351,CL ELISA GLEZ. CHAVEZ / CL SANSON Y BARRIOS / CONT. BAS.,375618.584822,3148736.30664,-16.2704047247,28.4592642128
447.0,42352,CALLE ELISA GONZALEZ DE CHAVEZ,2700.0,CT 2039,CL ELISA GONZALEZ DE CHAVEZ / PASAJE TABIQUE,375742.258724,3148582.74176,-16.2691252459,28.4578901602
448.0,42402,CALLE FRANCISCO MARIA DE LEON,2700.0,CT 2582,CL POETA FRANCISCO IZQUIERDO / CL SANSON Y BARRIOS,375557.789334,3148573.40561,-16.2710079638,28.4577883192
449.0,42785,CALLE FELIPE RAVINA Y CASTRO,2700.0,CT 2318,RB GRAL. GARCIA ESCAMEZ / CL FELIPE RABINA Y CASTRO,375292.488858,3148077.67772,-16.2736634717,28.4532893051
450.0,42793,CALLE GANDHI,2700.0,CT 2319,CL GANDHI / CL MARIO AROCENA,375074.284752,3148159.50426,-16.2759004485,28.4540068673
451.0,42793,CALLE GANDHI,2700.0,CT 2522,CL GANDHI / CL ANTONIO LOPEZ LOPEZ,374983.864558,3148056.3804,-16.2768125643,28.4530675691
452.0,42901,CALLE FRAY LUIS DE GRANADA,1500.0,CT 1282,CL JUAN RAVINA MENDEZ / CL FRAY LUIS DE GRANADA / CONT. BAS.,375178.032876,3147916.80664,-16.2748147808,28.4518265846
453.0,42932,CALLE JOSE MALDONADO DUGOUR,2700.0,CT 2591,CL JOSE MALDONADO DOGOURT / CL RIBADENEIRA / SEUR,375088.359956,3147719.89985,-16.275709099,28.4500410253
454.0,42955,CALLE JUAN DE AVILA,2700.0,CT 2543,CL JUAN DE AVILA / CL MELCHOR CANO / CONT. BAS.,375270.321257,3147721.02076,-16.2738512464,28.4500685489
455.0,42971,CALLE JUAN RAVINA MENDEZ,2500.0,CT 0837,CL JUAN RAVINA MENDEZ / ROTONDA PUENTE / CAF. C.I.T.A.,375411.556106,3148026.65597,-16.2724421461,28.4528402379
456.0,43065,CARRETERA DE HOYA FRIA,2700.0,CT 2352,CT ENL. MAYORAZGO-MERCATFE. / CT HOYA FRIA (CEMENTERIO),374889.590885,3147368.94231,-16.2777006175,28.4468547808
457.0,43065,CARRETERA DE HOYA FRIA,2700.0,CT 3170,CT DE HOYA FRIA / DISCOTECA TANGARA,374573.666407,3146973.89428,-16.2808834034,28.4432593629
458.0,43065,CARRETERA DE HOYA FRIA,2700.0,CT 2744,CT DE HOYA FRIA / CL INGENIERO CERVERA / HIPERTREBOL,374321.461319,3146678.34728,-16.2834262536,28.4405679538
459.0,43177,CALLE TABURIENTE,2700.0,CT 3158,CT DEL ROSARIO / NUEVAS VIVIENDAS DE SAN PIO (FRENTE),374403.59708,3147751.61918,-16.2827045289,28.4502615363
460.0,43177,CALLE TABURIENTE,3000.0,CT 0054,"CL TABURIENTE, 6 / CONT. BAS.                                              ( S/N)",374306.825054,3147588.33974,-16.2836748519,28.4487787132
461.0,43204,CALLE MAESTRO BORGUÑO,2700.0,CT 2741,AV PRINCIPES DE ESPA¥A / CL MAESTRO BORGU¥O / FARMACIA,374069.539466,3147773.61248,-16.2861179261,28.4504278125
462.0,43235,CALLE TOMAS DE ARMAS QUINTERO,2700.0,CT 2729,AV LOS PRINCIPES / CL TOMAS DE ARMAS QUINTERO,374036.498636,3147646.63182,-16.2864414289,28.4492786963
463.0,43467,CALLE SANTA MARGARITA,2500.0,CT 0325,CL SANTA MONICA / CL SANTA MARGARITA / CAF. GUARAPO,373695.40055,3148249.81629,-16.2899903503,28.4546891019
464.0,43564,"CALLE SENDA ""V""",2700.0,CT 2583,"CT DEL ROSARIO, 32 / CL SENDA X / KIOSKO CECI (FRENTE)",375278.224022,3148300.19707,-16.2738332047,28.4552960579
465.0,43684,CALLE GARA Y JONAY,1500.0,CT 1294,CL TABURIENTE / CENTRO EDUCACION ESPECIAL HNO. PEDRO,374508.589124,3147738.16824,-16.2816310112,28.4501502519
466.0,43765,CALLE HERMANO PEDRO,3000.0,CT 0057,AV PRINCIPES DE ESPA¥A / CL HERMANO PEDRO / P.E.,373979.705786,3147785.99849,-16.2870365542,28.4505309151
467.0,43796,CALLE JUAN RODRIGUEZ SANTOS,2500.0,CT 0563,AV PRINCIPES DE ESPA¥A / CL JUAN RGUEZ. SANTOS / CL LA LUZ,373934.869326,3147609.64174,-16.2874750912,28.448935067
468.0,43796,CALLE JUAN RODRIGUEZ SANTOS,2700.0,CT 3186,CL CORAZON DE MARIA / JUAN RGUEZ. SANTOS,373800.193092,3147686.03522,-16.2888585844,28.4496114541
469.0,43823,"CALLE JUAN ALBORNOZ ""SOMBRITA""",2700.0,CT 2749,CT DEL ROSARIO / CL JUAN ALBORNOZ SOMBRITA,373866.47135,3147516.56925,-16.2881632998,28.448088532
470.0,43823,"CALLE JUAN ALBORNOZ ""SOMBRITA""",2500.0,CT 0766,"CL JUAN ALBORNOZ SOMBRITA, 28",373697.799136,3147618.03717,-16.2898966527,28.4489879039
471.0,43854,CALLE ELIAS BACALLADO,2700.0,CT 2540,CL ELIAS BACALLADO / CL TAJARASTE,374283.326096,3148689.37626,-16.2840348522,28.4587126684
472.0,43854,CALLE ELIAS BACALLADO,2700.0,CT 2085,CL ELIAS BACALLADO / CL IGUESTE / CONT. BAS.,374274.732441,3148581.76875,-16.28411087,28.4577407451
473.0,43877,CALLE DOMINGO MADAN,2500.0,CT 0371,CT DEL ROSARIO / CL HERNµN CORTS / CL DOMINGO MADAN,374554.350947,3148027.26977,-16.2811951992,28.4527636309
474.0,43877,CALLE DOMINGO MADAN,2700.0,CT 2571,CL DOMINGO MADAM / IGLESIA DE SAN AGUSTIN (FRENTE),374551.361849,3148201.38469,-16.2812446664,28.4543346318
475.0,43904,CALLE HERNAN CORTES,2700.0,CT 2516,CL HERNAN CORTES / CL ARAUCANO,374380.983301,3148045.95163,-16.2829675003,28.4529155416
476.0,43912,CALLE MIGUEL BOSQ,2700.0,CT 2026,AV PRINCIPES DE ESPA¥A / CL MIGUEL BOSQ. / C.C. YUMBO,374321.201355,3148346.35591,-16.2836106854,28.4556207592
477.0,43966,CALLE DOMINGO SALAZAR COLOGAN,2700.0,CT 3296,CL IGUESTE / CL DOMINGO SALAZAR COLOGAN,374378.229936,3148583.63694,-16.2830542065,28.4577675767
478.0,43974,CALLE ELADIO ALFONSO Y GONZALEZ,2700.0,CT 2514,CL ELIAS BACALLADO / CL ELADIO ALFONSO GONZALEZ,374276.22699,3148765.2246,-16.284115619,28.4593964711
479.0,43974,CALLE ELADIO ALFONSO Y GONZALEZ,2700.0,CT 2525,"CL DOMINGO SALAZAR COLOGAN, 4",374361.042627,3148716.65177,-16.283244214,28.4589663029
480.0,43982,CALLE ESTANISLAO BROTONS POVEDA,2500.0,CT 0321,CL CHIGUERGUE / CL ESTANISLAO BROTONS POVEDA / CONT. BAS.,374490.671784,3148700.14213,-16.2819186892,28.4588297938
481.0,43982,CALLE ESTANISLAO BROTONS POVEDA,2700.0,CT 2083,CL ESTANISLAO BROTONS POVEDA (AL CENTRO),374497.301675,3148616.74477,-16.2818419066,28.4580778187
482.0,43982,CALLE ESTANISLAO BROTONS POVEDA,2700.0,CT 2049,CL ESTANISLAO BROTONS POVEDA (AL FINAL),374501.799601,3148535.25294,-16.2817871033,28.4573428345
483.0,44207,CALLE OSCAR DOMINGUEZ,1500.0,CT 1285,CL JUAN BAUTISTA ACEVEDO,375063.075637,3148323.53098,-16.2760326829,28.4554860446
484.0,44215,CALLE PEDRO JOSE DE MENDIZABAL,2500.0,CT 0787,CL PEDRO JOSE DE MENDIZABAL / CM DEL HIERRO,375101.69752,3148900.26614,-16.2757007954,28.4606944588
485.0,44215,CALLE PEDRO JOSE DE MENDIZABAL,2700.0,CT 2070,"CL PEDRO JOSE DE MENDIZABAL, 24 / CL ORCHILLA / CONT. BAS.",374816.483393,3148528.26903,-16.2785729513,28.4573100488
486.0,44223,CALLE SAN BERNARDO,2700.0,CT 2541,CL PEDRO JOSE DE MENDIZABAL / CL SAN BERNARDO,374973.037366,3148638.492,-16.2769862552,28.4583197656
487.0,44254,CALLE TIO PINO,2700.0,CT 2048,"CL TIO PINO, 7 / CELGAN",375321.543274,3148785.25311,-16.273443323,28.4596775656
488.0,44254,CALLE TIO PINO,2700.0,CT 2061,"CL TIO PINO, 1 / EST. CEPSA",375427.282592,3148728.8339,-16.2723574413,28.4591785171
489.0,44351,CALLE GUADARRANQUE,2500.0,CT 0329,CL GUADARRANQUE / CL CIUDAD RODRIGO / PARQUE INFANTIL,375382.819769,3148872.31057,-16.2728269957,28.4604690681
490.0,44382,CALLE ZARAGOZA,2700.0,CT 3273,"CL ZARAGOZA, 3",375297.469371,3148865.89057,-16.2736978845,28.4604029727
491.0,44401,CALLE DIEGO DE ALMAGRO,2700.0,CT 2542,CL DIEGO DE ALMAGRO (AL CENTRO),374767.208666,3147977.39572,-16.2790162792,28.4523339961
492.0,44401,CALLE DIEGO DE ALMAGRO,2700.0,CT 2589,CT DEL ROSARIO / CL DIEGO DE ALMAGRO / CASA CUNA (INT),374800.07832,3147907.98173,-16.278673109,28.4517107284
493.0,44416,CALLE JUAN DE GARAY,1500.0,CT 1184,CL JUAN DE GARAY (AL PRINCIPIO),374626.45005,3147948.82066,-16.2804504608,28.4520626027
494.0,44447,CALLE RODRIGO DE TRIANA,2700.0,CT 2756,CL RODRIGO DE TRIANA / AA. VV.,374735.458602,3148018.93538,-16.2793449928,28.4527058202
495.0,44471,CALLE CONDE DE PALLASAR,2700.0,CT 2329,CL CONDE DE PALLASAR / CUARTEL DE LA GUARDIA CIVIL (FRENTE),374096.88115,3148409.14838,-16.2859081473,28.4561657921
496.0,44505,CALLE ELISEO LOPEZ,2700.0,CT 2797,CL ELISEO LOPEZ / EDIF. LOS GEMELOS (FRENTE),374417.226106,3148191.29649,-16.2826132546,28.4542306852
497.0,44513,CALLE HERMANOS PINZON,2700.0,CT 2773,CT DEL ROSARIO KM. 4 / CL HERMANOS PINZON,374387.335133,3147838.95664,-16.2828800907,28.4510481417
498.0,44513,CALLE HERMANOS PINZON,2700.0,CT 2560,CL PEDRO DE VALDIVIA / CL HERMANOS PINZON,374431.424319,3147982.43331,-16.2824455262,28.4523471811
499.0,44521,CALLE MAXIMINO ACEA PERDOMO,2700.0,CT 2563,CL HERNAN CORTES / AV PRINCIPES DE ESPA¥A,374256.935762,3148088.91991,-16.2842388432,28.4532913548
500.0,44521,CALLE MAXIMINO ACEA PERDOMO,1500.0,CT 1271,CL MAXIMINO ACEA PERDOMO / C.C. YUMBO (DETRµS),374303.266771,3148198.3956,-16.2837776887,28.4542837748
